Date,City,Value,,
2022-05-01,Kilinochchi,15,,
2022-06-01,Kilinochchi,17,,
2022-07-01,Kilinochchi,7,,
2022-08-01,Kilinochchi,12,,
2022-09-01,Kilinochchi,6,,
2022-10-01,Kilinochchi,7,,
2022-11-01,Kilinochchi,5,,
2022-12-01,Kilinochchi,17,,
2022-01-01,Mannar,115,,
2022-02-01,Mannar,21,,
2022-03-01,Mannar,7,,
2022-04-01,Mannar,8,,
2022-05-01,Mannar,5,,
2022-06-01,Mannar,16,,
2022-07-01,Mannar,3,,
2022-08-01,Mannar,4,,
2022-09-01,Mannar,1,,
2022-10-01,Mannar,23,,
2022-11-01,Mannar,44,,
2022-12-01,Mannar,35,,
2022-01-01,Vavuniya,26,,
2022-02-01,Vavuniya,6,,
2022-03-01,Vavuniya,7,,
2022-04-01,Vavuniya,3,,
2022-05-01,Vavuniya,2,,
2022-06-01,Vavuniya,11,,
2022-07-01,Vavuniya,8,,
2022-08-01,Vavuniya,8,,
2022-09-01,Vavuniya,3,,
2022-10-01,Vavuniya,5,,
2022-11-01,Vavuniya,7,,
2022-12-01,Vavuniya,13,,
2022-01-01,Mullaitivu,2,,
2022-02-01,Mullaitivu,2,,
2022-03-01,Mullaitivu,0,,
2022-04-01,Mullaitivu,5,,
2022-05-01,Mullaitivu,2,,
2022-06-01,Mullaitivu,2,,
2022-07-01,Mullaitivu,2,,
2022-08-01,Mullaitivu,3,,
2022-09-01,Mullaitivu,3,,
2022-10-01,Mullaitivu,2,,
2022-11-01,Mullaitivu,1,,
2022-12-01,Mullaitivu,10,,
2022-01-01,Batticaloa,105,,
2022-02-01,Batticaloa,72,,
2022-03-01,Batticaloa,120,,
2022-04-01,Batticaloa,167,,
2022-05-01,Batticaloa,243,,
2022-06-01,Batticaloa,122,,
2022-07-01,Batticaloa,86,,
2022-08-01,Batticaloa,49,,
2022-09-01,Batticaloa,47,,
2022-10-01,Batticaloa,74,,
2022-11-01,Batticaloa,85,,
2022-12-01,Batticaloa,85,,
2022-01-01,Ampara,28,,
2022-02-01,Ampara,6,,
2022-03-01,Ampara,6,,
2022-04-01,Ampara,17,,
2022-05-01,Ampara,14,,
2022-06-01,Ampara,25,,
2022-07-01,Ampara,25,,
2022-08-01,Ampara,8,,
2022-09-01,Ampara,5,,
2022-10-01,Ampara,7,,
2022-11-01,Ampara,19,,
2022-12-01,Ampara,17,,
2022-01-01,Trincomalee,136,,
2022-02-01,Trincomalee,86,,
2022-03-01,Trincomalee,132,,
2022-04-01,Trincomalee,227,,
2022-05-01,Trincomalee,256,,
2022-06-01,Trincomalee,117,,
2022-07-01,Trincomalee,37,,
2022-08-01,Trincomalee,20,,
2022-09-01,Trincomalee,13,,
2022-10-01,Trincomalee,32,,
2022-11-01,Trincomalee,27,,
2022-12-01,Trincomalee,92,,
2022-01-01,Kurunegala,509,,
2022-02-01,Kurunegala,124,,
2022-03-01,Kurunegala,143,,
2022-04-01,Kurunegala,95,,
2022-05-01,Kurunegala,151,,
2022-06-01,Kurunegala,334,,
2022-07-01,Kurunegala,367,,
2022-08-01,Kurunegala,177,,
2022-09-01,Kurunegala,109,,
2022-10-01,Kurunegala,124,,
2022-11-01,Kurunegala,134,,
2022-12-01,Kurunegala,241,,
2022-01-01,Puttalam,466,,
2022-02-01,Puttalam,262,,
2022-03-01,Puttalam,146,,
2022-04-01,Puttalam,108,,
2022-05-01,Puttalam,172,,
2022-06-01,Puttalam,254,,
2022-07-01,Puttalam,312,,
2022-08-01,Puttalam,242,,
2022-09-01,Puttalam,235,,
2022-10-01,Puttalam,317,,
2022-11-01,Puttalam,508,,
2022-12-01,Puttalam,1094,,
2022-01-01,Anuradhapura,76,,
2022-02-01,Anuradhapura,36,,
2022-03-01,Anuradhapura,32,,
2022-04-01,Anuradhapura,25,,
2022-05-01,Anuradhapura,46,,
2022-06-01,Anuradhapura,72,,
2022-07-01,Anuradhapura,66,,
2022-08-01,Anuradhapura,31,,
2022-09-01,Anuradhapura,13,,
2022-10-01,Anuradhapura,36,,
2022-11-01,Anuradhapura,38,,
2022-12-01,Anuradhapura,52,,
2022-01-01,Polonnaruwa,25,,
2022-02-01,Polonnaruwa,5,,
2022-03-01,Polonnaruwa,6,,
2022-04-01,Polonnaruwa,8,,
2022-05-01,Polonnaruwa,31,,
2022-06-01,Polonnaruwa,50,,
2022-07-01,Polonnaruwa,62,,
2022-08-01,Polonnaruwa,32,,
2022-09-01,Polonnaruwa,32,,
2022-10-01,Polonnaruwa,29,,
2022-11-01,Polonnaruwa,20,,
2022-12-01,Polonnaruwa,46,,
2022-01-01,Badulla,201,,
2022-02-01,Badulla,34,,
2022-03-01,Badulla,40,,
2022-04-01,Badulla,42,,
2022-05-01,Badulla,61,,
2022-06-01,Badulla,150,,
2022-07-01,Badulla,112,,
2022-08-01,Badulla,68,,
2022-09-01,Badulla,73,,
2022-10-01,Badulla,117,,
2022-11-01,Badulla,213,,
2022-12-01,Badulla,192,,
2022-01-01,Moneragala,48,,
2022-02-01,Moneragala,24,,
2022-03-01,Moneragala,30,,
2022-04-01,Moneragala,24,,
2022-05-01,Moneragala,47,,
2022-06-01,Moneragala,78,,
2022-07-01,Moneragala,69,,
2022-08-01,Moneragala,30,,
2022-09-01,Moneragala,36,,
2022-10-01,Moneragala,56,,
2022-11-01,Moneragala,37,,
2022-04-01,Moneragala,32,,
2022-01-01,Rathnapura,258,,
2022-02-01,Rathnapura,132,,
2022-03-01,Rathnapura,187,,
2022-04-01,Rathnapura,254,,
2022-05-01,Rathnapura,330,,
2022-06-01,Rathnapura,483,,
2022-07-01,Rathnapura,628,,
2022-08-01,Rathnapura,378,,
2022-09-01,Rathnapura,214,,
2022-10-01,Rathnapura,190,,
2022-11-01,Rathnapura,219,,
2022-12-01,Rathnapura,250,,
2022-01-01,Kegalle,170,,
2022-02-01,Kegalle,80,,
2022-03-01,Kegalle,80,,
2022-04-01,Kegalle,148,,
2022-05-01,Kegalle,214,,
2022-06-01,Kegalle,420,,
2022-07-01,Kegalle,615,,
2022-08-01,Kegalle,444,,
2022-09-01,Kegalle,289,,
2022-10-01,Kegalle,200,,
2022-11-01,Kegalle,185,,
2022-12-01,Kegalle,257,,
2022-01-01,Kalmunai,123,,
2022-02-01,Kalmunai,92,,
2022-03-01,Kalmunai,87,,
2022-04-01,Kalmunai,130,,
2022-05-01,Kalmunai,165,,
2022-06-01,Kalmunai,161,,
2022-07-01,Kalmunai,143,,
2022-08-01,Kalmunai,131,,
2022-09-01,Kalmunai,116,,
2022-10-01,Kalmunai,126,,
2022-11-01,Kalmunai,243,,
2022-12-01,Kalmunai,727,,
2023-01-01,Colombo,1842,,
2023-02-01,Colombo,1577,,
2023-03-01,Colombo,1288,,
2023-04-01,Colombo,1492,,
2023-05-01,Colombo,2120,,
2023-06-01,Colombo,2290,,
2023-07-01,Colombo,1601,,
2023-08-01,Colombo,955,,
2023-09-01,Colombo,386,,
2023-10-01,Colombo,924,,
2023-11-01,Colombo,1718,,
2023-12-01,Colombo,2718,,
2023-01-01,Gampaha,1925,,
2023-02-01,Gampaha,1453,,
2023-03-01,Gampaha,1501,,
2023-04-01,Gampaha,1732,,
2023-05-01,Gampaha,2166,,
2023-06-01,Gampaha,2045,,
2023-07-01,Gampaha,1427,,
2023-08-01,Gampaha,812,,
2023-09-01,Gampaha,314,,
2023-10-01,Gampaha,643,,
2023-11-01,Gampaha,1035,,
2023-12-01,Gampaha,1074,,
2023-01-01,Kalutara,518,,
2023-02-01,Kalutara,393,,
2023-03-01,Kalutara,359,,
2023-04-01,Kalutara,473,,
2023-05-01,Kalutara,717,,
2023-06-01,Kalutara,726,,
2023-07-01,Kalutara,462,,
2023-08-01,Kalutara,351,,
2023-09-01,Kalutara,212,,
2023-10-01,Kalutara,158,,
2023-11-01,Kalutara,342,,
2023-12-01,Kalutara,487,,
2023-01-01,Kandy,362,,
2023-02-01,Kandy,261,,
2023-03-01,Kandy,287,,
2023-04-01,Kandy,403,,
2023-05-01,Kandy,790,,
2023-06-01,Kandy,995,,
2023-07-01,Kandy,1027,,
2023-08-01,Kandy,951,,
2023-09-01,Kandy,532,,
2023-10-01,Kandy,678,,
2023-11-01,Kandy,1355,,
2023-12-01,Kandy,1650,,
2023-01-01,Matale,120,,
2023-02-01,Matale,72,,
2023-03-01,Matale,121,,
2023-04-01,Matale,160,,
2023-05-01,Matale,146,,
2023-06-01,Matale,157,,
2023-07-01,Matale,195,,
2023-08-01,Matale,191,,
2023-09-01,Matale,87,,
2023-10-01,Matale,163,,
2023-11-01,Matale,269,,
2023-12-01,Matale,237,,
2023-01-01,N eliya,11,,
2023-02-01,N eliya,15,,
2023-03-01,N eliya,8,,
2023-04-01,N eliya,15,,
2023-05-01,N eliya,31,,
2023-06-01,N eliya,33,,
2023-07-01,N eliya,30,,
2023-08-01,N eliya,15,,
2023-09-01,N eliya,12,,
2023-10-01,N eliya,10,,
2023-11-01,N eliya,42,,
2023-12-01,N eliya,84,,
2023-01-01,Galle,211,,
2023-02-01,Galle,151,,
2023-03-01,Galle,199,,
2023-04-01,Galle,262,,
2023-05-01,Galle,372,,
2023-06-01,Galle,376,,
2023-07-01,Galle,388,,
2023-08-01,Galle,400,,
2023-09-01,Galle,206,,
2023-10-01,Galle,290,,
2023-11-01,Galle,578,,
2023-12-01,Galle,596,,
2023-01-01,Hambantota,71,,
2023-02-01,Hambantota,86,,
2023-03-01,Hambantota,123,,
2023-04-01,Hambantota,184,,
2023-05-01,Hambantota,194,,
2023-06-01,Hambantota,224,,
2023-07-01,Hambantota,113,,
2023-08-01,Hambantota,61,,
2023-09-01,Hambantota,34,,
2023-10-01,Hambantota,22,,
2023-11-01,Hambantota,86,,
2023-12-01,Hambantota,159,,
2023-01-01,Matara,139,,
2023-02-01,Matara,140,,
2023-03-01,Matara,111,,
2023-04-01,Matara,102,,
2023-05-01,Matara,186,,
2023-06-01,Matara,195,,
2023-07-01,Matara,204,,
2023-08-01,Matara,136,,
2023-09-01,Matara,81,,
2023-10-01,Matara,78,,
2023-11-01,Matara,173,,
2023-12-01,Matara,121,,
2023-01-01,Jaffna,448,,
2023-02-01,Jaffna,232,,
2023-03-01,Jaffna,224,,
2023-04-01,Jaffna,250,,
2023-05-01,Jaffna,218,,
2023-06-01,Jaffna,171,,
2023-07-01,Jaffna,120,,
2023-08-01,Jaffna,118,,
2023-09-01,Jaffna,110,,
2023-10-01,Jaffna,99,,
2023-11-01,Jaffna,179,,
2023-12-01,Jaffna,2131,,
2023-01-01,Kilinochchi,14,,
2023-02-01,Kilinochchi,15,,
2023-03-01,Kilinochchi,11,,
2023-04-01,Kilinochchi,7,,
2023-05-01,Kilinochchi,5,,
2023-06-01,Kilinochchi,14,,
2023-07-01,Kilinochchi,3,,
2023-08-01,Kilinochchi,2,,
2023-09-01,Kilinochchi,2,,
2023-10-01,Kilinochchi,6,,
2023-11-01,Kilinochchi,6,,
2023-12-01,Kilinochchi,52,,
2023-01-01,Mannar,26,,
2023-02-01,Mannar,5,,
2023-03-01,Mannar,10,,
2023-04-01,Mannar,14,,
2023-05-01,Mannar,15,,
2023-06-01,Mannar,10,,
2023-07-01,Mannar,4,,
2023-08-01,Mannar,0,,
2023-09-01,Mannar,3,,
2023-10-01,Mannar,5,,
2023-11-01,Mannar,19,,
2023-12-01,Mannar,112,,
2023-01-01,Vavuniya,9,,
2023-02-01,Vavuniya,13,,
2023-03-01,Vavuniya,34,,
2023-04-01,Vavuniya,15,,
2023-05-01,Vavuniya,23,,
2023-06-01,Vavuniya,12,,
2023-07-01,Vavuniya,7,,
2023-08-01,Vavuniya,5,,
2023-09-01,Vavuniya,1,,
2023-10-01,Vavuniya,7,,
2023-11-01,Vavuniya,3,,
2023-12-01,Vavuniya,45,,
2023-01-01,Mullaitivu,35,,
2023-02-01,Mullaitivu,3,,
2023-03-01,Mullaitivu,6,,
2023-04-01,Mullaitivu,14,,
2023-05-01,Mullaitivu,18,,
2023-06-01,Mullaitivu,28,,
2023-07-01,Mullaitivu,13,,
2023-08-01,Mullaitivu,4,,
2023-09-01,Mullaitivu,2,,
2023-10-01,Mullaitivu,1,,
2023-11-01,Mullaitivu,17,,
2023-12-01,Mullaitivu,30,,
2023-01-01,Batticaloa,171,,
2023-02-01,Batticaloa,232,,
2023-03-01,Batticaloa,333,,
2023-04-01,Batticaloa,532,,
2023-05-01,Batticaloa,360,,
2023-06-01,Batticaloa,312,,
2023-07-01,Batticaloa,196,,
2023-08-01,Batticaloa,65,,
2023-09-01,Batticaloa,42,,
2023-10-01,Batticaloa,52,,
2023-11-01,Batticaloa,171,,
2023-12-01,Batticaloa,514,,
2023-01-01,Ampara,10,,
2023-02-01,Ampara,15,,
2023-03-01,Ampara,16,,
2023-04-01,Ampara,34,,
2023-05-01,Ampara,31,,
2023-06-01,Ampara,24,,
2023-07-01,Ampara,28,,
2023-08-01,Ampara,6,,
2023-09-01,Ampara,13,,
2023-10-01,Ampara,14,,
2023-11-01,Ampara,23,,
2023-12-01,Ampara,28,,
2023-01-01,Trincomalee,143,,
2023-02-01,Trincomalee,183,,
2023-03-01,Trincomalee,329,,
2023-04-01,Trincomalee,528,,
2023-05-01,Trincomalee,380,,
2023-06-01,Trincomalee,260,,
2023-07-01,Trincomalee,84,,
2023-08-01,Trincomalee,29,,
2023-09-01,Trincomalee,14,,
2023-10-01,Trincomalee,31,,
2023-11-01,Trincomalee,55,,
2023-12-01,Trincomalee,114,,
2023-01-01,Kurunegala,310,,
2023-02-01,Kurunegala,248,,
2023-03-01,Kurunegala,223,,
2023-04-01,Kurunegala,230,,
2023-05-01,Kurunegala,366,,
2023-06-01,Kurunegala,422,,
2023-07-01,Kurunegala,227,,
2023-08-01,Kurunegala,182,,
2023-09-01,Kurunegala,107,,
2023-10-01,Kurunegala,222,,
2023-11-01,Kurunegala,466,,
2023-12-01,Kurunegala,158,,
2023-01-01,Puttalam,1140,,
2023-02-01,Puttalam,583,,
2023-03-01,Puttalam,386,,
2023-04-01,Puttalam,226,,
2023-05-01,Puttalam,224,,
2023-06-01,Puttalam,190,,
2023-07-01,Puttalam,154,,
2023-08-01,Puttalam,92,,
2023-09-01,Puttalam,38,,
2023-10-01,Puttalam,100,,
2023-11-01,Puttalam,442,,
2023-12-01,Puttalam,638,,
2023-01-01,Anuradhapura,60,,
2023-02-01,Anuradhapura,41,,
2023-03-01,Anuradhapura,57,,
2023-04-01,Anuradhapura,67,,
2023-05-01,Anuradhapura,110,,
2023-06-01,Anuradhapura,133,,
2023-07-01,Anuradhapura,50,,
2023-08-01,Anuradhapura,22,,
2023-09-01,Anuradhapura,19,,
2023-10-01,Anuradhapura,19,,
2023-11-01,Anuradhapura,58,,
2023-12-01,Anuradhapura,539,,
2023-01-01,Polonnaruwa,78,,
2023-02-01,Polonnaruwa,47,,
2023-03-01,Polonnaruwa,45,,
2023-04-01,Polonnaruwa,65,,
2023-05-01,Polonnaruwa,84,,
2023-06-01,Polonnaruwa,78,,
2023-07-01,Polonnaruwa,42,,
2023-08-01,Polonnaruwa,26,,
2023-09-01,Polonnaruwa,12,,
2023-10-01,Polonnaruwa,30,,
2023-11-01,Polonnaruwa,16,,
2023-12-01,Polonnaruwa,132,,
2023-01-01,Badulla,162,,
2023-02-01,Badulla,98,,
2023-03-01,Badulla,87,,
2023-04-01,Badulla,66,,
2023-05-01,Badulla,83,,
2023-06-01,Badulla,93,,
2023-07-01,Badulla,134,,
2023-08-01,Badulla,84,,
2023-09-01,Badulla,59,,
2023-10-01,Badulla,131,,
2023-11-01,Badulla,250,,
2023-12-01,Badulla,97,,
2023-01-01,Moneragala,52,,
2023-02-01,Moneragala,45,,
2023-03-01,Moneragala,19,,
2023-04-01,Moneragala,47,,
2023-05-01,Moneragala,56,,
2023-06-01,Moneragala,78,,
2023-07-01,Moneragala,64,,
2023-08-01,Moneragala,79,,
2023-09-01,Moneragala,28,,
2023-10-01,Moneragala,41,,
2023-11-01,Moneragala,84,,
2023-12-01,Moneragala,616,,
2023-01-01,Rathnapura,236,,
2023-02-01,Rathnapura,259,,
2023-03-01,Rathnapura,228,,
2023-04-01,Rathnapura,251,,
2023-05-01,Rathnapura,419,,
2023-06-01,Rathnapura,513,,
2023-07-01,Rathnapura,389,,
2023-08-01,Rathnapura,267,,
2023-09-01,Rathnapura,122,,
2023-10-01,Rathnapura,100,,
2023-11-01,Rathnapura,241,,
2023-12-01,Rathnapura,117,,
2023-01-01,Kegalle,303,,
2023-02-01,Kegalle,228,,
2023-03-01,Kegalle,237,,
2023-04-01,Kegalle,283,,
2023-05-01,Kegalle,442,,
2023-06-01,Kegalle,434,,
2023-07-01,Kegalle,341,,
2023-08-01,Kegalle,286,,
2023-09-01,Kegalle,145,,
2023-10-01,Kegalle,167,,
2023-11-01,Kegalle,337,,
2023-12-01,Kegalle,362,,
2023-01-01,Kalmunai,567,,
2023-02-01,Kalmunai,314,,
2023-03-01,Kalmunai,177,,
2023-04-01,Kalmunai,165,,
2023-05-01,Kalmunai,140,,
2023-06-01,Kalmunai,103,,
2023-07-01,Kalmunai,66,,
2023-08-01,Kalmunai,50,,
2023-09-01,Kalmunai,24,,
2023-10-01,Kalmunai,19,,
2023-11-01,Kalmunai,30,,
2023-12-01,Kalmunai,500,,
2024-01-01,Kandy,798,,
2024-02-01,Kandy,346,,
2024-03-01,Kandy,212,,
2024-04-01,Kandy,253,,
2024-05-01,Kandy,317,,
2024-06-01,Kandy,330,,
2024-07-01,Kandy,492,,
2024-08-01,Kandy,402,,
2024-09-01,Kandy,275,,
2024-10-01,Kandy,266,,
2024-11-01,Kandy,304,,
2024-12-01,Kandy,259,,
2024-01-01,Matale,97,,
2024-02-01,Matale,67,,
2024-03-01,Matale,34,,
2024-04-01,Matale,34,,
2024-05-01,Matale,30,,
2024-06-01,Matale,39,,
2024-07-01,Matale,82,,
2024-08-01,Matale,78,,
2024-09-01,Matale,62,,
2024-10-01,Matale,111,,
2024-11-01,Matale,132,,
2024-12-01,Matale,100,,
2024-01-01,N eliya,29,,
2024-02-01,N eliya,31,,
2024-03-01,N eliya,13,,
2024-04-01,N eliya,5,,
2024-05-01,N eliya,9,,
2024-06-01,N eliya,23,,
2024-07-01,N eliya,16,,
2024-08-01,N eliya,22,,
2024-09-01,N eliya,15,,
2024-10-01,N eliya,10,,
2024-11-01,N eliya,10,,
2024-12-01,N eliya,11,,
2024-01-01,Ampara,34,,
2024-02-01,Ampara,32,,
2024-03-01,Ampara,23,,
2024-04-01,Ampara,10,,
2024-05-01,Ampara,12,,
2024-06-01,Ampara,14,,
2024-07-01,Ampara,17,,
2024-08-01,Ampara,12,,
2024-09-01,Ampara,6,,
2024-10-01,Ampara,18,,
2024-11-01,Ampara,10,,
2024-12-01,Ampara,12,,
2024-01-01,Batticaloa,448,,
2024-02-01,Batticaloa,252,,
2024-03-01,Batticaloa,184,,
2024-04-01,Batticaloa,56,,
2024-05-01,Batticaloa,78,,
2024-06-01,Batticaloa,64,,
2024-07-01,Batticaloa,69,,
2024-08-01,Batticaloa,88,,
2024-09-01,Batticaloa,62,,
2024-10-01,Batticaloa,35,,
2024-11-01,Batticaloa,83,,
2024-12-01,Batticaloa,160,,
2024-01-01,Kalmunai,198,,
2024-02-01,Kalmunai,119,,
2024-03-01,Kalmunai,86,,
2024-04-01,Kalmunai,29,,
2024-05-01,Kalmunai,26,,
2024-06-01,Kalmunai,29,,
2024-07-01,Kalmunai,49,,
2024-08-01,Kalmunai,35,,
2024-09-01,Kalmunai,13,,
2024-10-01,Kalmunai,24,,
2024-11-01,Kalmunai,24,,
2024-12-01,Kalmunai,42,,
2024-01-01,Trincomalee,130,,
2024-02-01,Trincomalee,117,,
2024-03-01,Trincomalee,70,,
2024-04-01,Trincomalee,60,,
2024-05-01,Trincomalee,44,,
2024-06-01,Trincomalee,40,,
2024-07-01,Trincomalee,46,,
2024-08-01,Trincomalee,35,,
2024-09-01,Trincomalee,13,,
2024-10-01,Trincomalee,14,,
2024-11-01,Trincomalee,53,,
2024-12-01,Trincomalee,81,,
2024-01-01,Anuradhapura,73,,
2024-02-01,Anuradhapura,124,,
2024-03-01,Anuradhapura,37,,
2024-04-01,Anuradhapura,20,,
2024-05-01,Anuradhapura,14,,
2024-06-01,Anuradhapura,20,,
2024-07-01,Anuradhapura,44,,
2024-08-01,Anuradhapura,39,,
2024-09-01,Anuradhapura,19,,
2024-10-01,Anuradhapura,40,,
2024-11-01,Anuradhapura,45,,
2024-12-01,Anuradhapura,35,,
2024-01-01,Polonnaruwa,52,,
2024-02-01,Polonnaruwa,38,,
2024-03-01,Polonnaruwa,32,,
2024-04-01,Polonnaruwa,21,,
2024-05-01,Polonnaruwa,17,,
2024-06-01,Polonnaruwa,25,,
2024-07-01,Polonnaruwa,28,,
2024-08-01,Polonnaruwa,29,,
2024-09-01,Polonnaruwa,22,,
2024-10-01,Polonnaruwa,27,,
2024-11-01,Polonnaruwa,32,,
2024-12-01,Polonnaruwa,24,,
2024-01-01,Kurunegala,444,,
2024-02-01,Kurunegala,301,,
2024-03-01,Kurunegala,152,,
2024-04-01,Kurunegala,72,,
2024-05-01,Kurunegala,151,,
2024-06-01,Kurunegala,148,,
2024-07-01,Kurunegala,171,,
2024-08-01,Kurunegala,112,,
2024-09-01,Kurunegala,71,,
2024-10-01,Kurunegala,71,,
2024-11-01,Kurunegala,69,,
2024-12-01,Kurunegala,67,,
2024-01-01,Puttalam,389,,
2024-02-01,Puttalam,131,,
2024-03-01,Puttalam,86,,
2024-04-01,Puttalam,45,,
2024-05-01,Puttalam,50,,
2024-06-01,Puttalam,58,,
2024-07-01,Puttalam,90,,
2024-08-01,Puttalam,69,,
2024-09-01,Puttalam,60,,
2024-10-01,Puttalam,97,,
2024-11-01,Puttalam,113,,
2024-12-01,Puttalam,100,,
2024-01-01,Jaffna,2456,,
2024-02-01,Jaffna,995,,
2024-03-01,Jaffna,351,,
2024-04-01,Jaffna,134,,
2024-05-01,Jaffna,50,,
2024-06-01,Jaffna,82,,
2024-07-01,Jaffna,54,,
2024-08-01,Jaffna,38,,
2024-09-01,Jaffna,38,,
2024-10-01,Jaffna,54,,
2024-11-01,Jaffna,146,,
2024-12-01,Jaffna,251,,
2024-01-01,Kilinochchi,125,,
2024-02-01,Kilinochchi,50,,
2024-03-01,Kilinochchi,27,,
2024-04-01,Kilinochchi,9,,
2024-05-01,Kilinochchi,2,,
2024-06-01,Kilinochchi,0,,
2024-07-01,Kilinochchi,4,,
2024-08-01,Kilinochchi,8,,
2024-09-01,Kilinochchi,2,,
2024-10-01,Kilinochchi,6,,
2024-11-01,Kilinochchi,9,,
2024-12-01,Kilinochchi,9,,
2024-01-01,Mannar,109,,
2024-02-01,Mannar,24,,
2024-03-01,Mannar,8,,
2024-04-01,Mannar,12,,
2024-05-01,Mannar,4,,
2024-06-01,Mannar,2,,
2024-07-01,Mannar,19,,
2024-08-01,Mannar,33,,
2024-09-01,Mannar,27,,
2024-10-01,Mannar,14,,
2024-11-01,Mannar,18,,
2024-12-01,Mannar,29,,
2024-01-01,Mullaitivu,79,,
2024-02-01,Mullaitivu,34,,
2024-03-01,Mullaitivu,11,,
2024-04-01,Mullaitivu,7,,
2024-05-01,Mullaitivu,2,,
2024-06-01,Mullaitivu,1,,
2024-07-01,Mullaitivu,5,,
2024-08-01,Mullaitivu,6,,
2024-09-01,Mullaitivu,8,,
2024-10-01,Mullaitivu,1,,
2024-11-01,Mullaitivu,0,,
2024-12-01,Mullaitivu,3,,
2024-01-01,Vavuniya,42,,
2024-02-01,Vavuniya,12,,
2024-03-01,Vavuniya,9,,
2024-04-01,Vavuniya,0,,
2024-05-01,Vavuniya,1,,
2024-06-01,Vavuniya,3,,
2024-07-01,Vavuniya,12,,
2024-08-01,Vavuniya,10,,
2024-09-01,Vavuniya,9,,
2024-10-01,Vavuniya,5,,
2024-11-01,Vavuniya,8,,
2024-12-01,Vavuniya,6,,
2024-01-01,Badulla,251,,
2024-02-01,Badulla,75,,
2024-03-01,Badulla,25,,
2024-04-01,Badulla,34,,
2024-05-01,Badulla,21,,
2024-06-01,Badulla,53,,
2024-07-01,Badulla,48,,
2024-08-01,Badulla,70,,
2024-09-01,Badulla,29,,
2024-10-01,Badulla,37,,
2024-11-01,Badulla,59,,
2024-12-01,Badulla,59,,
2024-01-01,Moneragala,139,,
2024-02-01,Moneragala,107,,
2024-03-01,Moneragala,60,,
2024-04-01,Moneragala,35,,
2024-05-01,Moneragala,38,,
2024-06-01,Moneragala,61,,
2024-07-01,Moneragala,44,,
2024-08-01,Moneragala,66,,
2024-09-01,Moneragala,60,,
2024-10-01,Moneragala,108,,
2024-11-01,Moneragala,125,,
2024-12-01,Moneragala,68,,
2024-01-01,Kegalle,371,,
2024-02-01,Kegalle,239,,
2024-03-01,Kegalle,163,,
2024-04-01,Kegalle,133,,
2024-05-01,Kegalle,186,,
2024-06-01,Kegalle,126,,
2024-07-01,Kegalle,130,,
2024-08-01,Kegalle,124,,
2024-09-01,Kegalle,103,,
2024-10-01,Kegalle,66,,
2024-11-01,Kegalle,81,,
2024-12-01,Kegalle,110,,
2024-01-01,Rathnapura,314,,
2024-02-01,Rathnapura,233,,
2024-03-01,Rathnapura,203,,
2024-04-01,Rathnapura,197,,
2024-05-01,Rathnapura,398,,
2024-06-01,Rathnapura,327,,
2024-07-01,Rathnapura,370,,
2024-08-01,Rathnapura,256,,
2024-09-01,Rathnapura,142,,
2024-10-01,Rathnapura,214,,
2024-11-01,Rathnapura,238,,
2024-12-01,Rathnapura,192,,
2024-01-01,Galle,513,,
2024-02-01,Galle,286,,
2024-03-01,Galle,172,,
2024-04-01,Galle,103,,
2024-05-01,Galle,102,,
2024-06-01,Galle,142,,
2024-07-01,Galle,158,,
2024-08-01,Galle,161,,
2024-09-01,Galle,159,,
2024-10-01,Galle,146,,
2024-11-01,Galle,159,,
2024-12-01,Galle,116,,
2024-01-01,Hambantota,104,,
2024-02-01,Hambantota,88,,
2024-03-01,Hambantota,75,,
2024-04-01,Hambantota,60,,
2024-05-01,Hambantota,11,,
2024-06-01,Hambantota,17,,
2024-07-01,Hambantota,63,,
2024-08-01,Hambantota,46,,
2024-09-01,Hambantota,37,,
2024-10-01,Hambantota,40,,
2024-11-01,Hambantota,47,,
2024-12-01,Hambantota,73,,
2024-01-01,Matara,121,,
2024-02-01,Matara,80,,
2024-03-01,Matara,82,,
2024-04-01,Matara,39,,
2024-05-01,Matara,73,,
2024-06-01,Matara,29,,
2024-07-01,Matara,108,,
2024-08-01,Matara,81,,
2024-09-01,Matara,99,,
2024-10-01,Matara,127,,
2024-11-01,Matara,65,,
2024-12-01,Matara,89,,
2024-01-01,Colombo,2253,,
2024-02-01,Colombo,1341,,
2024-03-01,Colombo,787,,
2024-04-01,Colombo,461,,
2024-05-01,Colombo,568,,
2024-06-01,Colombo,982,,
2024-07-01,Colombo,1427,,
2024-08-01,Colombo,1220,,
2024-09-01,Colombo,845,,
2024-10-01,Colombo,795,,
2024-11-01,Colombo,922,,
2024-12-01,Colombo,978,,
2024-01-01,Gampaha,775,,
2024-02-01,Gampaha,631,,
2024-03-01,Gampaha,395,,
2024-04-01,Gampaha,243,,
2024-05-01,Gampaha,296,,
2024-06-01,Gampaha,464,,
2024-07-01,Gampaha,731,,
2024-08-01,Gampaha,629,,
2024-09-01,Gampaha,430,,
2024-10-01,Gampaha,474,,
2024-11-01,Gampaha,601,,
2024-12-01,Gampaha,567,,
2024-01-01,Kalutara,408,,
2024-02-01,Kalutara,294,,
2024-03-01,Kalutara,332,,
2024-04-01,Kalutara,162,,
2024-05-01,Kalutara,150,,
2024-06-01,Kalutara,233,,
2024-07-01,Kalutara,242,,
2024-08-01,Kalutara,227,,
2024-09-01,Kalutara,166,,
