Date,City,Value,,
2019-02-01,Polonnaruwa,19,,
2019-03-01,Polonnaruwa,25,,
2019-04-01,Polonnaruwa,21,,
2019-05-01,Polonnaruwa,23,,
2019-06-01,Polonnaruwa,40,,
2019-07-01,Polonnaruwa,49,,
2019-08-01,Polonnaruwa,43,,
2019-09-01,Polonnaruwa,36,,
2019-10-01,Polonnaruwa,51,,
2019-11-01,Polonnaruwa,108,,
2019-12-01,Polonnaruwa,107,,
2019-01-01,Badulla,79,,
2019-02-01,Badulla,68,,
2019-03-01,Badulla,73,,
2019-04-01,Badulla,45,,
2019-05-01,Badulla,41,,
2019-06-01,Badulla,88,,
2019-07-01,Badulla,113,,
2019-08-01,Badulla,144,,
2019-09-01,Badulla,126,,
2019-10-01,Badulla,230,,
2019-11-01,Badulla,490,,
2019-12-01,Badulla,425,,
2019-01-01,Moneragala,60,,
2019-02-01,Moneragala,38,,
2019-03-01,Moneragala,49,,
2019-04-01,Moneragala,39,,
2019-05-01,Moneragala,29,,
2019-06-01,Moneragala,59,,
2019-07-01,Moneragala,48,,
2019-08-01,Moneragala,11,,
2019-09-01,Moneragala,0,,
2019-10-01,Moneragala,0,,
2019-11-01,Moneragala,0,,
2019-12-01,Moneragala,0,,
2019-01-01,Rathnapura,177,,
2019-02-01,Rathnapura,165,,
2019-03-01,Rathnapura,210,,
2019-04-01,Rathnapura,176,,
2019-05-01,Rathnapura,235,,
2019-06-01,Rathnapura,347,,
2019-07-01,Rathnapura,354,,
2019-08-01,Rathnapura,439,,
2019-09-01,Rathnapura,415,,
2019-10-01,Rathnapura,425,,
2019-11-01,Rathnapura,687,,
2019-12-01,Rathnapura,456,,
2019-01-01,Kegalle,150,,
2019-02-01,Kegalle,98,,
2019-03-01,Kegalle,109,,
2019-04-01,Kegalle,90,,
2019-05-01,Kegalle,114,,
2019-06-01,Kegalle,171,,
2019-07-01,Kegalle,215,,
2019-08-01,Kegalle,258,,
2019-09-01,Kegalle,317,,
2019-10-01,Kegalle,332,,
2019-11-01,Kegalle,494,,
2019-12-01,Kegalle,368,,
2019-01-01,Kalmunai,107,,
2019-02-01,Kalmunai,94,,
2019-03-01,Kalmunai,115,,
2019-04-01,Kalmunai,92,,
2019-05-01,Kalmunai,67,,
2019-06-01,Kalmunai,48,,
2019-07-01,Kalmunai,29,,
2019-08-01,Kalmunai,33,,
2019-09-01,Kalmunai,29,,
2019-10-01,Kalmunai,46,,
2019-11-01,Kalmunai,372,,
2019-12-01,Kalmunai,497,,
2020-01-01,Colombo,2672,,
2020-02-01,Colombo,1040,,
2020-03-01,Colombo,279,,
2020-04-01,Colombo,38,,
2020-05-01,Colombo,304,,
2020-06-01,Colombo,393,,
2020-07-01,Colombo,361,,
2020-08-01,Colombo,348,,
2020-09-01,Colombo,260,,
2020-10-01,Colombo,138,,
2020-11-01,Colombo,86,,
2020-12-01,Colombo,165,,
2020-01-01,Gampaha,1316,,
2020-02-01,Gampaha,490,,
2020-03-01,Gampaha,126,,
2020-04-01,Gampaha,46,,
2020-05-01,Gampaha,102,,
2020-06-01,Gampaha,215,,
2020-07-01,Gampaha,186,,
2020-08-01,Gampaha,223,,
2020-09-01,Gampaha,199,,
2020-10-01,Gampaha,78,,
2020-11-01,Gampaha,63,,
2020-12-01,Gampaha,111,,
2020-01-01,Kalutara,631,,
2020-02-01,Kalutara,254,,
2020-03-01,Kalutara,117,,
2020-04-01,Kalutara,39,,
2020-05-01,Kalutara,108,,
2020-06-01,Kalutara,218,,
2020-07-01,Kalutara,132,,
2020-08-01,Kalutara,87,,
2020-09-01,Kalutara,64,,
2020-10-01,Kalutara,27,,
2020-11-01,Kalutara,35,,
2020-12-01,Kalutara,69,,
2020-01-01,Kandy,878,,
2020-02-01,Kandy,326,,
2020-03-01,Kandy,125,,
2020-04-01,Kandy,72,,
2020-05-01,Kandy,293,,
2020-06-01,Kandy,570,,
2020-07-01,Kandy,622,,
2020-08-01,Kandy,456,,
2020-09-01,Kandy,299,,
2020-10-01,Kandy,220,,
2020-11-01,Kandy,148,,
2020-12-01,Kandy,75,,
2020-01-01,Matale,277,,
2020-02-01,Matale,109,,
2020-03-01,Matale,45,,
2020-04-01,Matale,10,,
2020-05-01,Matale,22,,
2020-06-01,Matale,38,,
2020-07-01,Matale,36,,
2020-08-01,Matale,22,,
2020-09-01,Matale,20,,
2020-10-01,Matale,10,,
2020-11-01,Matale,13,,
2020-12-01,Matale,17,,
2020-01-01,N eliya,47,,
2020-02-01,N eliya,17,,
2020-03-01,N eliya,5,,
2020-04-01,N eliya,0,,
2020-05-01,N eliya,7,,
2020-06-01,N eliya,11,,
2020-07-01,N eliya,9,,
2020-08-01,N eliya,5,,
2020-09-01,N eliya,6,,
2020-10-01,N eliya,3,,
2020-11-01,N eliya,1,,
2020-12-01,N eliya,3,,
2020-01-01,Galle,535,,
2020-02-01,Galle,183,,
2020-03-01,Galle,26,,
2020-04-01,Galle,54,,
2020-05-01,Galle,222,,
2020-06-01,Galle,154,,
2020-07-01,Galle,90,,
2020-08-01,Galle,53,,
2020-09-01,Galle,37,,
2020-10-01,Galle,18,,
2020-11-01,Galle,15,,
2020-12-01,Galle,22,,
2020-01-01,Hambantota,168,,
2020-02-01,Hambantota,61,,
2020-03-01,Hambantota,14,,
2020-04-01,Hambantota,8,,
2020-05-01,Hambantota,6,,
2020-06-01,Hambantota,17,,
2020-07-01,Hambantota,21,,
2020-08-01,Hambantota,11,,
2020-09-01,Hambantota,13,,
2020-10-01,Hambantota,3,,
2020-11-01,Hambantota,8,,
2020-12-01,Hambantota,11,,
2020-01-01,Matara,201,,
2020-02-01,Matara,91,,
2020-03-01,Matara,28,,
2020-04-01,Matara,13,,
2020-05-01,Matara,33,,
2020-06-01,Matara,50,,
2020-07-01,Matara,39,,
2020-08-01,Matara,31,,
2020-09-01,Matara,25,,
2020-10-01,Matara,27,,
2020-11-01,Matara,17,,
2020-12-01,Matara,9,,
2020-01-01,Jaffna,1064,,
2020-02-01,Jaffna,421,,
2020-03-01,Jaffna,102,,
2020-04-01,Jaffna,12,,
2020-05-01,Jaffna,76,,
2020-06-01,Jaffna,55,,
2020-07-01,Jaffna,38,,
2020-08-01,Jaffna,22,,
2020-09-01,Jaffna,39,,
2020-10-01,Jaffna,32,,
2020-11-01,Jaffna,16,,
2020-12-01,Jaffna,23,,
2020-01-01,Kilinochchi,42,,
2020-02-01,Kilinochchi,12,,
2020-03-01,Kilinochchi,2,,
2020-04-01,Kilinochchi,0,,
2020-05-01,Kilinochchi,1,,
2020-06-01,Kilinochchi,7,,
2020-07-01,Kilinochchi,4,,
2020-08-01,Kilinochchi,1,,
2020-09-01,Kilinochchi,1,,
2020-10-01,Kilinochchi,3,,
2020-11-01,Kilinochchi,2,,
2020-12-01,Kilinochchi,1,,
2020-01-01,Mannar,84,,
2020-02-01,Mannar,21,,
2020-03-01,Mannar,0,,
2020-04-01,Mannar,0,,
2020-05-01,Mannar,2,,
2020-06-01,Mannar,6,,
2020-07-01,Mannar,4,,
2020-08-01,Mannar,7,,
2020-09-01,Mannar,2,,
2020-10-01,Mannar,0,,
2020-11-01,Mannar,1,,
2020-12-01,Mannar,3,,
2020-01-01,Vavuniya,16,,
2020-02-01,Vavuniya,246,,
2020-03-01,Vavuniya,9,,
2020-04-01,Vavuniya,2,,
2020-05-01,Vavuniya,0,,
2020-06-01,Vavuniya,1,,
2020-07-01,Vavuniya,6,,
2020-08-01,Vavuniya,1,,
2020-09-01,Vavuniya,2,,
2020-10-01,Vavuniya,0,,
2020-11-01,Vavuniya,1,,
2020-12-01,Vavuniya,3,,
2020-01-01,Mullaitivu,42,,
2020-02-01,Mullaitivu,14,,
2020-03-01,Mullaitivu,3,,
2020-04-01,Mullaitivu,0,,
2020-05-01,Mullaitivu,3,,
2020-06-01,Mullaitivu,2,,
2020-07-01,Mullaitivu,2,,
2020-08-01,Mullaitivu,4,,
2020-09-01,Mullaitivu,1,,
2020-10-01,Mullaitivu,0,,
2020-11-01,Mullaitivu,0,,
2020-12-01,Mullaitivu,2,,
2020-01-01,Batticaloa,1256,,
2020-02-01,Batticaloa,701,,
2020-03-01,Batticaloa,230,,
2020-04-01,Batticaloa,87,,
2020-05-01,Batticaloa,69,,
2020-06-01,Batticaloa,78,,
2020-07-01,Batticaloa,68,,
2020-08-01,Batticaloa,48,,
2020-09-01,Batticaloa,52,,
2020-10-01,Batticaloa,310,,
2020-11-01,Batticaloa,467,,
2020-12-01,Batticaloa,1248,,
2020-01-01,Ampara,161,,
2020-02-01,Ampara,89,,
2020-03-01,Ampara,34,,
2020-04-01,Ampara,0,,
2020-05-01,Ampara,3,,
2020-06-01,Ampara,11,,
2020-07-01,Ampara,4,,
2020-08-01,Ampara,2,,
2020-09-01,Ampara,3,,
2020-10-01,Ampara,3,,
2020-11-01,Ampara,3,,
2020-12-01,Ampara,2,,
2020-01-01,Trincomalee,1528,,
2020-02-01,Trincomalee,477,,
2020-03-01,Trincomalee,147,,
2020-04-01,Trincomalee,25,,
2020-05-01,Trincomalee,34,,
2020-06-01,Trincomalee,18,,
2020-07-01,Trincomalee,13,,
2020-08-01,Trincomalee,6,,
2020-09-01,Trincomalee,6,,
2020-10-01,Trincomalee,6,,
2020-11-01,Trincomalee,8,,
2020-12-01,Trincomalee,11,,
2020-01-01,Kurunegala,392,,
2020-02-01,Kurunegala,134,,
2020-03-01,Kurunegala,31,,
2020-04-01,Kurunegala,3,,
2020-05-01,Kurunegala,18,,
2020-06-01,Kurunegala,44,,
2020-07-01,Kurunegala,49,,
2020-08-01,Kurunegala,48,,
2020-09-01,Kurunegala,31,,
2020-10-01,Kurunegala,31,,
2020-11-01,Kurunegala,19,,
2020-12-01,Kurunegala,36,,
2020-01-01,Puttalam,274,,
2020-02-01,Puttalam,86,,
2020-03-01,Puttalam,19,,
2020-04-01,Puttalam,8,,
2020-05-01,Puttalam,16,,
2020-06-01,Puttalam,23,,
2020-07-01,Puttalam,31,,
2020-08-01,Puttalam,27,,
2020-09-01,Puttalam,13,,
2020-10-01,Puttalam,23,,
2020-11-01,Puttalam,22,,
2020-12-01,Puttalam,25,,
2020-01-01,Anuradhapura,145,,
2020-02-01,Anuradhapura,75,,
2020-03-01,Anuradhapura,35,,
2020-04-01,Anuradhapura,4,,
2020-05-01,Anuradhapura,17,,
2020-06-01,Anuradhapura,10,,
2020-07-01,Anuradhapura,15,,
2020-08-01,Anuradhapura,12,,
2020-09-01,Anuradhapura,13,,
2020-10-01,Anuradhapura,8,,
2020-11-01,Anuradhapura,7,,
2020-12-01,Anuradhapura,16,,
2020-01-01,Polonnaruwa,96,,
2020-02-01,Polonnaruwa,52,,
2020-03-01,Polonnaruwa,13,,
2020-04-01,Polonnaruwa,1,,
2020-05-01,Polonnaruwa,2,,
2020-06-01,Polonnaruwa,0,,
2020-07-01,Polonnaruwa,1,,
2020-08-01,Polonnaruwa,0,,
2020-09-01,Polonnaruwa,4,,
2020-10-01,Polonnaruwa,3,,
2020-11-01,Polonnaruwa,2,,
2020-12-01,Polonnaruwa,2,,
2020-01-01,Badulla,209,,
2020-02-01,Badulla,77,,
2020-03-01,Badulla,16,,
2020-04-01,Badulla,8,,
2020-05-01,Badulla,10,,
2020-06-01,Badulla,38,,
2020-07-01,Badulla,27,,
2020-08-01,Badulla,18,,
2020-09-01,Badulla,12,,
2020-10-01,Badulla,22,,
2020-11-01,Badulla,29,,
2020-12-01,Badulla,31,,
2020-01-01,Moneragala,127,,
2020-02-01,Moneragala,71,,
2020-03-01,Moneragala,13,,
2020-04-01,Moneragala,1,,
2020-05-01,Moneragala,9,,
2020-06-01,Moneragala,18,,
2020-07-01,Moneragala,18,,
2020-08-01,Moneragala,28,,
2020-09-01,Moneragala,23,,
2020-10-01,Moneragala,18,,
2020-11-01,Moneragala,11,,
2020-12-01,Moneragala,12,,
2020-01-01,Rathnapura,323,,
2020-02-01,Rathnapura,159,,
2020-03-01,Rathnapura,81,,
2020-04-01,Rathnapura,59,,
2020-05-01,Rathnapura,256,,
2020-06-01,Rathnapura,381,,
2020-07-01,Rathnapura,296,,
2020-08-01,Rathnapura,164,,
2020-09-01,Rathnapura,134,,
2020-10-01,Rathnapura,53,,
2020-11-01,Rathnapura,31,,
2020-12-01,Rathnapura,27,,
2020-01-01,Kegalle,193,,
2020-02-01,Kegalle,90,,
2020-03-01,Kegalle,38,,
2020-04-01,Kegalle,39,,
2020-05-01,Kegalle,86,,
2020-06-01,Kegalle,90,,
2020-07-01,Kegalle,91,,
2020-08-01,Kegalle,68,,
2020-09-01,Kegalle,49,,
2020-10-01,Kegalle,28,,
2020-11-01,Kegalle,49,,
2020-12-01,Kegalle,38,,
2020-01-01,Kalmunai,595,,
2020-02-01,Kalmunai,209,,
2020-03-01,Kalmunai,54,,
2020-04-01,Kalmunai,22,,
2020-05-01,Kalmunai,3,,
2020-06-01,Kalmunai,6,,
2020-07-01,Kalmunai,2,,
2020-08-01,Kalmunai,8,,
2020-09-01,Kalmunai,34,,
2020-10-01,Kalmunai,25,,
2020-11-01,Kalmunai,12,,
2020-12-01,Kalmunai,11,,



2021-01-01,Colombo,208,,
2021-02-01,Colombo,388,,
2021-03-01,Colombo,677,,
2021-04-01,Colombo,773,,
2021-05-01,Colombo,588,,
2021-06-01,Colombo,1235,,
2021-07-01,Colombo,1286,,
2021-08-01,Colombo,455,,
2021-09-01,Colombo,572,,
2021-10-01,Colombo,1132,,
2021-11-01,Colombo,1466,,
2021-12-01,Colombo,2886,,
2021-01-01,Gampaha,123,,
2021-02-01,Gampaha,199,,
2021-03-01,Gampaha,285,,
2021-04-01,Gampaha,268,,
2021-05-01,Gampaha,211,,
2021-06-01,Gampaha,491,,
2021-07-01,Gampaha,642,,
2021-08-01,Gampaha,181,,
2021-09-01,Gampaha,256,,
2021-10-01,Gampaha,685,,
2021-11-01,Gampaha,1172,,
2021-12-01,Gampaha,2115,,
2021-01-01,Kalutara,77,,
2021-02-01,Kalutara,76,,
2021-03-01,Kalutara,132,,
2021-04-01,Kalutara,162,,
2021-05-01,Kalutara,99,,
2021-06-01,Kalutara,192,,
2021-07-01,Kalutara,304,,
2021-08-01,Kalutara,131,,
2021-09-01,Kalutara,112,,
2021-10-01,Kalutara,291,,
2021-11-01,Kalutara,454,,
2021-12-01,Kalutara,872,,
2021-01-01,Kandy,74,,
2021-02-01,Kandy,54,,
2021-03-01,Kandy,82,,
2021-04-01,Kandy,97,,
2021-05-01,Kandy,53,,
2021-06-01,Kandy,110,,
2021-07-01,Kandy,159,,
2021-08-01,Kandy,86,,
2021-09-01,Kandy,93,,
2021-10-01,Kandy,148,,
2021-11-01,Kandy,219,,
2021-12-01,Kandy,349,,
2021-01-01,Matale,9,,
2021-02-01,Matale,9,,
2021-03-01,Matale,13,,
2021-04-01,Matale,15,,
2021-05-01,Matale,8,,
2021-06-01,Matale,22,,
2021-07-01,Matale,51,,
2021-08-01,Matale,37,,
2021-09-01,Matale,15,,
2021-10-01,Matale,28,,
2021-11-01,Matale,39,,
2021-12-01,Matale,45,,
2021-01-01,N eliya,7,,
2021-02-01,N eliya,3,,
2021-03-01,N eliya,10,,
2021-04-01,N eliya,8,,
2021-05-01,N eliya,4,,
2021-06-01,N eliya,6,,
2021-07-01,N eliya,5,,
2021-08-01,N eliya,8,,
2021-09-01,N eliya,9,,
2021-10-01,N eliya,10,,
2021-11-01,N eliya,14,,
2021-12-01,N eliya,30,,
2021-01-01,Galle,23,,
2021-02-01,Galle,20,,
2021-03-01,Galle,33,,
2021-04-01,Galle,53,,
2021-05-01,Galle,7,,
2021-06-01,Galle,100,,
2021-07-01,Galle,56,,
2021-08-01,Galle,31,,
2021-09-01,Galle,41,,
2021-10-01,Galle,69,,
2021-11-01,Galle,106,,
2021-12-01,Galle,205,,
2021-01-01,Hambantota,22,,
2021-02-01,Hambantota,24,,
2021-03-01,Hambantota,34,,
2021-04-01,Hambantota,42,,
2021-05-01,Hambantota,25,,
2021-06-01,Hambantota,68,,
2021-07-01,Hambantota,51,,
2021-08-01,Hambantota,24,,
2021-09-01,Hambantota,23,,
2021-10-01,Hambantota,40,,
2021-11-01,Hambantota,43,,
2021-12-01,Hambantota,82,,
2021-01-01,Matara,23,,
2021-02-01,Matara,37,,
2021-03-01,Matara,36,,
2021-04-01,Matara,39,,
2021-05-01,Matara,25,,
2021-06-01,Matara,158,,
2021-07-01,Matara,103,,
2021-08-01,Matara,55,,
2021-09-01,Matara,35,,
2021-10-01,Matara,60,,
2021-11-01,Matara,82,,
2021-12-01,Matara,105,,
2021-01-01,Jaffna,14,,
2021-02-01,Jaffna,4,,
2021-03-01,Jaffna,6,,
2021-04-01,Jaffna,5,,
2021-05-01,Jaffna,2,,
2021-06-01,Jaffna,3,,
2021-07-01,Jaffna,3,,
2021-08-01,Jaffna,1,,
2021-09-01,Jaffna,0,,
2021-10-01,Jaffna,1,,
2021-11-01,Jaffna,20,,
2021-12-01,Jaffna,155,,
2021-01-01,Kilinochchi,4,,
2021-02-01,Kilinochchi,4,,
2021-03-01,Kilinochchi,2,,
2021-04-01,Kilinochchi,1,,
2021-05-01,Kilinochchi,1,,
2021-06-01,Kilinochchi,0,,
2021-07-01,Kilinochchi,1,,
2021-08-01,Kilinochchi,1,,
2021-09-01,Kilinochchi,0,,
2021-10-01,Kilinochchi,0,,
2021-11-01,Kilinochchi,2,,
2021-12-01,Kilinochchi,14,,
2021-01-01,Mannar,5,,
2021-02-01,Mannar,4,,
2021-03-01,Mannar,5,,
2021-04-01,Mannar,6,,
2021-05-01,Mannar,1,,
2021-06-01,Mannar,1,,
2021-07-01,Mannar,1,,
2021-08-01,Mannar,1,,
2021-09-01,Mannar,0,,
2021-10-01,Mannar,3,,
2021-11-01,Mannar,27,,
2021-12-01,Mannar,306,,
2021-01-01,Vavuniya,3,,
2021-02-01,Vavuniya,11,,
2021-03-01,Vavuniya,9,,
2021-04-01,Vavuniya,2,,
2021-05-01,Vavuniya,2,,
2021-06-01,Vavuniya,1,,
2021-07-01,Vavuniya,4,,
2021-08-01,Vavuniya,2,,
2021-09-01,Vavuniya,0,,
2021-10-01,Vavuniya,3,,
2021-11-01,Vavuniya,7,,
2021-12-01,Vavuniya,11,,
2021-01-01,Mullaitivu,0,,
2021-02-01,Mullaitivu,0,,
2021-03-01,Mullaitivu,0,,
2021-04-01,Mullaitivu,0,,
2021-05-01,Mullaitivu,0,,
2021-06-01,Mullaitivu,0,,
2021-07-01,Mullaitivu,0,,
2021-08-01,Mullaitivu,0,,
2021-09-01,Mullaitivu,0,,
2021-10-01,Mullaitivu,1,,
2021-11-01,Mullaitivu,0,,
2021-12-01,Mullaitivu,1,,
2021-01-01,Batticaloa,1276,,
2021-02-01,Batticaloa,1214,,
2021-03-01,Batticaloa,450,,
2021-04-01,Batticaloa,249,,
2021-05-01,Batticaloa,115,,
2021-06-01,Batticaloa,48,,
2021-07-01,Batticaloa,21,,
2021-08-01,Batticaloa,7,,
2021-09-01,Batticaloa,7,,
2021-10-01,Batticaloa,21,,
2021-11-01,Batticaloa,31,,
2021-12-01,Batticaloa,83,,
2021-01-01,Ampara,4,,
2021-02-01,Ampara,6,,
2021-03-01,Ampara,6,,
2021-04-01,Ampara,10,,
2021-05-01,Ampara,6,,
2021-06-01,Ampara,19,,
2021-07-01,Ampara,11,,
2021-08-01,Ampara,0,,
2021-09-01,Ampara,5,,
2021-10-01,Ampara,7,,
2021-11-01,Ampara,9,,
2021-12-01,Ampara,36,,
2021-01-01,Trincomalee,11,,
2021-02-01,Trincomalee,39,,
2021-03-01,Trincomalee,35,,
2021-04-01,Trincomalee,20,,
2021-05-01,Trincomalee,10,,
2021-06-01,Trincomalee,12,,
2021-07-01,Trincomalee,2,,
2021-08-01,Trincomalee,4,,
2021-09-01,Trincomalee,10,,
2021-10-01,Trincomalee,10,,
2021-11-01,Trincomalee,51,,
2021-12-01,Trincomalee,112,,
2021-01-01,Kurunegala,53,,
2021-02-01,Kurunegala,65,,
2021-03-01,Kurunegala,153,,
2021-04-01,Kurunegala,124,,
2021-05-01,Kurunegala,74,,
2021-06-01,Kurunegala,179,,
2021-07-01,Kurunegala,222,,
2021-08-01,Kurunegala,93,,
2021-09-01,Kurunegala,52,,
2021-10-01,Kurunegala,139,,
2021-11-01,Kurunegala,262,,
2021-12-01,Kurunegala,454,,
2021-01-01,Puttalam,49,,
2021-02-01,Puttalam,37,,
2021-03-01,Puttalam,58,,
2021-04-01,Puttalam,54,,
2021-05-01,Puttalam,28,,
2021-06-01,Puttalam,34,,
2021-07-01,Puttalam,41,,
2021-08-01,Puttalam,25,,
2021-09-01,Puttalam,17,,
2021-10-01,Puttalam,35,,
2021-11-01,Puttalam,95,,
2021-12-01,Puttalam,321,,
2021-01-01,Anuradhapura,14,,
2021-02-01,Anuradhapura,18,,
2021-03-01,Anuradhapura,27,,
2021-04-01,Anuradhapura,42,,
2021-05-01,Anuradhapura,17,,
2021-06-01,Anuradhapura,78,,
2021-07-01,Anuradhapura,46,,
2021-08-01,Anuradhapura,24,,
2021-09-01,Anuradhapura,13,,
2021-10-01,Anuradhapura,19,,
2021-11-01,Anuradhapura,33,,
2021-12-01,Anuradhapura,48,,
2021-01-01,Polonnaruwa,4,,
2021-02-01,Polonnaruwa,6,,
2021-03-01,Polonnaruwa,0,,
2021-04-01,Polonnaruwa,3,,
2021-05-01,Polonnaruwa,4,,
2021-06-01,Polonnaruwa,12,,
2021-07-01,Polonnaruwa,21,,
2021-08-01,Polonnaruwa,9,,
2021-09-01,Polonnaruwa,7,,
2021-10-01,Polonnaruwa,13,,
2021-11-01,Polonnaruwa,18,,
2021-12-01,Polonnaruwa,29,,
2021-01-01,Badulla,23,,
2021-02-01,Badulla,2,,
2021-03-01,Badulla,16,,
2021-04-01,Badulla,24,,
2021-05-01,Badulla,22,,
2021-06-01,Badulla,67,,
2021-07-01,Badulla,52,,
2021-08-01,Badulla,20,,
2021-09-01,Badulla,25,,
2021-10-01,Badulla,105,,
2021-11-01,Badulla,202,,
2021-12-01,Badulla,231,,
2021-01-01,Moneragala,9,,
2021-02-01,Moneragala,4,,
2021-03-01,Moneragala,16,,
2021-04-01,Moneragala,12,,
2021-05-01,Moneragala,7,,
2021-06-01,Moneragala,24,,
2021-07-01,Moneragala,43,,
2021-08-01,Moneragala,8,,
2021-09-01,Moneragala,11,,
2021-10-01,Moneragala,12,,
2021-11-01,Moneragala,17,,
2021-12-01,Moneragala,40,,
2021-01-01,Rathnapura,36,,
2021-02-01,Rathnapura,64,,
2021-03-01,Rathnapura,100,,
2021-04-01,Rathnapura,77,,
2021-05-01,Rathnapura,40,,
2021-06-01,Rathnapura,65,,
2021-07-01,Rathnapura,93,,
2021-08-01,Rathnapura,57,,
2021-09-01,Rathnapura,44,,
2021-10-01,Rathnapura,91,,
2021-11-01,Rathnapura,87,,
2021-12-01,Rathnapura,198,,
2021-01-01,Kegalle,24,,
2021-02-01,Kegalle,38,,
2021-03-01,Kegalle,65,,
2021-04-01,Kegalle,93,,
2021-05-01,Kegalle,55,,
2021-06-01,Kegalle,58,,
2021-07-01,Kegalle,73,,
2021-08-01,Kegalle,26,,
2021-09-01,Kegalle,19,,
2021-10-01,Kegalle,50,,
2021-11-01,Kegalle,91,,
2021-12-01,Kegalle,189,,
2021-01-01,Kalmunai,27,,
2021-02-01,Kalmunai,29,,
2021-03-01,Kalmunai,62,,
2021-04-01,Kalmunai,62,,
2021-05-01,Kalmunai,37,,
2021-06-01,Kalmunai,14,,
2021-07-01,Kalmunai,1,,
2021-08-01,Kalmunai,2,,
2021-09-01,Kalmunai,4,,
2021-10-01,Kalmunai,6,,
2021-11-01,Kalmunai,14,,
2021-12-01,Kalmunai,49,,

2022-01-01,Colombo,1910,,
2022-02-01,Colombo,659,,
2022-03-01,Colombo,598,,
2022-04-01,Colombo,758,,
2022-05-01,Colombo,1675,,
2022-06-01,Colombo,3362,,
2022-07-01,Colombo,3137,,
2022-08-01,Colombo,1357,,
2022-09-01,Colombo,742,,
2022-10-01,Colombo,867,,
2022-11-01,Colombo,841,,
2022-12-01,Colombo,1550,,
2022-01-01,Gampaha,1491,,
2022-02-01,Gampaha,408,,
2022-03-01,Gampaha,309,,
2022-04-01,Gampaha,396,,
2022-05-01,Gampaha,680,,
2022-06-01,Gampaha,1682,,
2022-07-01,Gampaha,1843,,
2022-08-01,Gampaha,1464,,
2022-09-01,Gampaha,1103,,
2022-10-01,Gampaha,1044,,
2022-11-01,Gampaha,1279,,
2022-12-01,Gampaha,1618,,
2022-01-01,Kalutara,601,,
2022-02-01,Kalutara,276,,
2022-03-01,Kalutara,337,,
2022-04-01,Kalutara,460,,
2022-05-01,Kalutara,688,,
2022-06-01,Kalutara,1104,,
2022-07-01,Kalutara,1034,,
2022-08-01,Kalutara,501,,
2022-09-01,Kalutara,304,,
2022-10-01,Kalutara,300,,
2022-11-01,Kalutara,267,,
2022-12-01,Kalutara,413,,
2022-01-01,Kandy,363,,
2022-02-01,Kandy,105,,
2022-03-01,Kandy,133,,
2022-04-01,Kandy,191,,
2022-05-01,Kandy,422,,
2022-06-01,Kandy,1064,,
2022-07-01,Kandy,1335,,
2022-08-01,Kandy,941,,
2022-09-01,Kandy,556,,
2022-10-01,Kandy,508,,
2022-11-01,Kandy,468,,
2022-12-01,Kandy,381,,
2022-01-01,Matale,70,,
2022-02-01,Matale,26,,
2022-03-01,Matale,27,,
2022-04-01,Matale,36,,
2022-05-01,Matale,69,,
2022-06-01,Matale,253,,
2022-07-01,Matale,176,,
2022-08-01,Matale,155,,
2022-09-01,Matale,108,,
2022-10-01,Matale,124,,
2022-11-01,Matale,133,,
2022-12-01,Matale,116,,
2022-01-01,N eliya,20,,
2022-02-01,N eliya,13,,
2022-03-01,N eliya,7,,
2022-04-01,N eliya,4,,
2022-05-01,N eliya,20,,
2022-06-01,N eliya,28,,
2022-07-01,N eliya,29,,
2022-08-01,N eliya,15,,
2022-09-01,N eliya,6,,
2022-10-01,N eliya,17,,
2022-11-01,N eliya,18,,
2022-12-01,N eliya,26,,
2022-01-01,Galle,394,,
2022-02-01,Galle,180,,
2022-03-01,Galle,238,,
2022-04-01,Galle,334,,
2022-05-01,Galle,455,,
2022-06-01,Galle,606,,
2022-07-01,Galle,576,,
2022-08-01,Galle,300,,
2022-09-01,Galle,172,,
2022-10-01,Galle,183,,
2022-11-01,Galle,171,,
2022-12-01,Galle,193,,
2022-01-01,Hambantota,124,,
2022-02-01,Hambantota,37,,
2022-03-01,Hambantota,41,,
2022-04-01,Hambantota,108,,
2022-05-01,Hambantota,160,,
2022-06-01,Hambantota,230,,
2022-07-01,Hambantota,317,,
2022-08-01,Hambantota,170,,
2022-09-01,Hambantota,66,,
2022-10-01,Hambantota,60,,
2022-11-01,Hambantota,62,,
2022-12-01,Hambantota,64,,
2022-01-01,Matara,146,,
2022-02-01,Matara,46,,
2022-03-01,Matara,69,,
2022-04-01,Matara,126,,
2022-05-01,Matara,178,,
2022-06-01,Matara,228,,
2022-07-01,Matara,256,,
2022-08-01,Matara,204,,
2022-09-01,Matara,114,,
2022-10-01,Matara,112,,
2022-11-01,Matara,76,,
2022-12-01,Matara,125,,
2022-01-01,Jaffna,269,,
2022-02-01,Jaffna,224,,
2022-03-01,Jaffna,246,,
2022-04-01,Jaffna,336,,
2022-05-01,Jaffna,382,,
2022-06-01,Jaffna,349,,
2022-07-01,Jaffna,192,,
2022-08-01,Jaffna,163,,
2022-09-01,Jaffna,161,,
2022-10-01,Jaffna,221,,
2022-11-01,Jaffna,316,,
2022-12-01,Jaffna,551,,
2022-01-01,Kilinochchi,26,,
2022-02-01,Kilinochchi,6,,
2022-03-01,Kilinochchi,12,,
2022-04-01,Kilinochchi,9,,
